City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
698,Eagle Pass,US,28.7091,-100.4995,104.58,33,20,5.97,few clouds
699,Kuybyshevo,RU,47.8123,38.9073,70.47,49,74,9.44,light rain
700,Namatanai,PG,-3.6667,152.4333,84.24,61,21,7.02,few clouds
701,Beitbridge,ZW,-22.2167,30.0,59.16,65,0,6.08,clear sky
702,Gatton,AU,-27.55,152.2833,61.65,61,31,1.5,scattered clouds
703,Waingapu,ID,-9.6567,120.2641,78.84,76,84,13.2,broken clouds
704,Muli,MV,2.9167,73.5667,82.47,75,98,12.95,overcast clouds
705,Cap Malheureux,MU,-19.9842,57.6142,71.56,65,24,24.65,few clouds
706,Verkhnevilyuysk,RU,63.4453,120.3167,59.09,97,100,2.59,light rain
707,Igarka,RU,67.4667,86.5833,50.85,81,100,18.12,overcast clouds
708,Gandu,BR,-13.7439,-39.4867,65.97,98,97,2.48,overcast clouds
709,Zaraza,VE,9.3503,-65.3245,75.18,89,99,6.33,overcast clouds
